KO,Importance,Class,name,description,pathway,brites,Share(+),Only_one(+),Neither(+),Share(-),Only_one(-),Neither(-)
ko:K01443,0.004569056,diaminopyrimidine,"['nagA, AMDHD2']",N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25],"{'ko01130': 'Biosynthesis of antibiotics', 'ko00520': 'Amino sugar and nucleotide sugar metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00520 Amino sugar and nucleotide sugar metabolism', '                K01443  nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.5  Acting on carbon-nitrogen bonds, other than peptide bonds', '               3.5.1  In linear amides', '                3.5.1.25  N-acetylglucosamine-6-phosphate deacetylase', '                 K01443  nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase']",94.11111111,5.444444444,0.444444444,48.55555556,38.66666667,12.77777778
ko:K21471,0.004342149,diaminopyrimidine,['cwlO'],peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.4  Acting on peptide bonds (peptidases)', '               3.4.-  Acting on peptide bonds (peptidases)', '                3.4.-.-  ', '                 K21471  cwlO; peptidoglycan DL-endopeptidase CwlO', '            Peptidases [BR:ko01002]', '             Cysteine Peptidases', '              Family C40', '               K21471  cwlO; peptidoglycan DL-endopeptidase CwlO', '            Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]', '             Peptidoglycan biosynthesis and degradation', '              Endopeptidase', '               K21471  cwlO; peptidoglycan DL-endopeptidase CwlO']",53.88888889,40.88888889,5.222222222,31.55555556,28.44444444,40
ko:K02770,0.004288476,diaminopyrimidine,"['PTS-Fru-EIIC, fruA']","PTS system, fructose-specific IIC component","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00051': 'Fructose and mannose metabolism', 'ko01120': 'Microbial metabolism in diverse environments', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K02770  PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02770  PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00273  PTS system, fructose-specific II component', '                 K02770  PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Fructose-specific II component', '                K02770  PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component']",83.33333333,14.66666667,2,31,31,38
ko:K07040,0.004083154,diaminopyrimidine,['K07040'],uncharacterized protein,,,59,37.22222222,3.777777778,39.33333333,25.55555556,35.11111111
ko:K01895,0.003945843,diaminopyrimidine,"['ACSS, acs']",acetyl-CoA synthetase [EC:6.2.1.1],"{'ko00640': 'Propanoate metabolism', 'ko01130': 'Biosynthesis of antibiotics', 'ko00680': 'Methane metabolism', 'ko01200': 'Carbon metabolism', 'ko00010': 'Glycolysis / Gluconeogenesis', 'ko01100': 'Metabolic pathways', 'ko00720': 'Carbon fixation pathways in prokaryotes', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko01120': 'Microbial metabolism in diverse environments', 'ko00620': 'Pyruvate metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00010 Glycolysis / Gluconeogenesis', '                K01895  ACSS, acs; acetyl-CoA synthetase', '               00620 Pyruvate metabolism', '                K01895  ACSS, acs; acetyl-CoA synthetase', '               00640 Propanoate metabolism', '                K01895  ACSS, acs; acetyl-CoA synthetase', '              Energy metabolism', '               00720 Carbon fixation pathways in prokaryotes', '                K01895  ACSS, acs; acetyl-CoA synthetase', '               00680 Methane metabolism', '                K01895  ACSS, acs; acetyl-CoA synthetase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Energy metabolism', '               Methane metabolism', '                M00357  Methanogenesis, acetate => methane', '                 K01895  ACSS, acs; acetyl-CoA synthetase', '            Enzymes [BR:ko01000]', '             6. Ligases', '              6.2  Forming carbon-sulfur bonds', '               6.2.1  Acid-thiol ligases', '                6.2.1.1  acetate---CoA ligase', '                 K01895  ACSS, acs; acetyl-CoA synthetase', '            Lipid biosynthesis proteins [BR:ko01004]', '             Acyl-CoA synthetase', '              Short/medium chain acyl-CoA synthetase', '               K01895  ACSS, acs; acetyl-CoA synthetase']",2.222222222,0.444444444,97.33333333,23.88888889,22.11111111,54
ko:K16213,0.003873762,diaminopyrimidine,"['cbe, mbe']",cellobiose epimerase [EC:5.1.3.11],,"['Enzymes [BR:ko01000]', '             5. Isomerases', '              5.1  Racemases and epimerases', '               5.1.3  Acting on carbohydrates and derivatives', '                5.1.3.11  cellobiose epimerase', '                 K16213  cbe, mbe; cellobiose epimerase']",0.666666667,5.555555556,93.77777778,6.666666667,31.66666667,61.66666667
ko:K02769,0.00385523,diaminopyrimidine,"['PTS-Fru-EIIB, fruA']","PTS system, fructose-specific IIB component [EC:2.7.1.202]","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00051': 'Fructose and mannose metabolism', 'ko01120': 'Microbial metabolism in diverse environments', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K02769  PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02769  PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00273  PTS system, fructose-specific II component', '                 K02769  PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', '                2.7.1.202  protein-Npi-phosphohistidine---D-fructose phosphotransferase', '                 K02769  PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Fructose-specific II component', '                K02769  PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component']",83.33333333,14.66666667,2,31,31,38
ko:K00972,0.003796591,diaminopyrimidine,['UAP1'],UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83],"{'ko01130': 'Biosynthesis of antibiotics', 'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00520 Amino sugar and nucleotide sugar metabolism', '                K00972  UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase', '            KEGG modules [BR:ko00002]', '             Functional set', '              Metabolism', '               Nucleotide sugar', '                M00362  Nucleotide sugar biosynthesis, prokaryotes', '                 K00972  UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase', '                M00361  Nucleotide sugar biosynthesis, eukaryotes', '                 K00972  UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.7  Nucleotidyltransferases', '                2.7.7.23  UDP-N-acetylglucosamine diphosphorylase', '                 K00972  UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase', '                2.7.7.83  UDP-N-acetylgalactosamine diphosphorylase', '                 K00972  UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase']",0.222222222,0.222222222,99.55555556,1.333333333,13.33333333,85.33333333
ko:K07114,0.003710824,diaminopyrimidine,['yfbK'],Ca-activated chloride channel homolog,,"['Transporters [BR:ko02000]', '             Other Transporters', '              Pores ion channels', '               K07114  yfbK; Ca-activated chloride channel homolog']",1.888888889,2,96.11111111,32.33333333,14.88888889,52.77777778
ko:K06404,0.003622175,diaminopyrimidine,['spoVAB'],stage V sporulation protein AB,,,39.11111111,48.77777778,12.11111111,23.22222222,25.77777778,51
ko:K03707,0.003539789,diaminopyrimidine,['tenA'],thiaminase (transcriptional activator TenA) [EC:3.5.99.2],"{'ko00730': 'Thiamine metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Metabolism of cofactors and vitamins', '               00730 Thiamine metabolism', '                K03707  tenA; thiaminase (transcriptional activator TenA)', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.5  Acting on carbon-nitrogen bonds, other than peptide bonds', '               3.5.99  In other compounds', '                3.5.99.2  aminopyrimidine aminohydrolase', '                 K03707  tenA; thiaminase (transcriptional activator TenA)', '            Transcription factors [BR:ko03000]', '             Prokaryotic Type', '              Other transcription factors', '               Others', '                K03707  tenA; thiaminase (transcriptional activator TenA)']",1.555555556,29.33333333,69.11111111,5.444444444,21.88888889,72.66666667
ko:K01647,0.003488791,diaminopyrimidine,"['CS, gltA']",citrate synthase [EC:2.3.3.1],"{'ko00630': 'Glyoxylate and dicarboxylate metabolism', 'ko01130': 'Biosynthesis of antibiotics', 'ko01200': 'Carbon metabolism', 'ko01100': 'Metabolic pathways', 'ko01230': 'Biosynthesis of amino acids', 'ko01120': 'Microbial metabolism in diverse environments', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko01210': '2-Oxocarboxylic acid metabolism', 'ko00020': 'Citrate cycle (TCA cycle)'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00020 Citrate cycle (TCA cycle)', '                K01647  CS, gltA; citrate synthase', '               00630 Glyoxylate and dicarboxylate metabolism', '                K01647  CS, gltA; citrate synthase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Carbohydrate and lipid metabolism', '               Central carbohydrate metabolism', '                M00009  Citrate cycle (TCA cycle, Krebs cycle)', '                 K01647  CS, gltA; citrate synthase', '                M00010  Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate', '                 K01647  CS, gltA; citrate synthase', '               Other carbohydrate metabolism', '                M00012  Glyoxylate cycle', '                 K01647  CS, gltA; citrate synthase', '                M00740  Methylaspartate cycle', '                 K01647  CS, gltA; citrate synthase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.3  Acyltransferases', '               2.3.3  Acyl groups converted into alkyl groups on transfer', '                2.3.3.1  citrate (Si)-synthase', '                 K01647  CS, gltA; citrate synthase']",96.55555556,3.333333333,0.111111111,67.33333333,29,3.666666667
ko:K07058,0.003468275,diaminopyrimidine,['K07058'],membrane protein,,,58.44444444,38.77777778,2.777777778,53,37.33333333,9.666666667
ko:K16898,0.003412024,diaminopyrimidine,['addA'],ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', '               3.1.-  Acting on ester bonds', '                3.1.-.-  ', '                 K16898  addA; ATP-dependent helicase/nuclease subunit A', '              3.6  Acting on acid anhydrides', '               3.6.4  Acting on acid anhydrides to facilitate cellular and subcellular movement', '                3.6.4.12  DNA helicase', '                 K16898  addA; ATP-dependent helicase/nuclease subunit A', '            DNA repair and recombination proteins [BR:ko03400]', '             Prokaryotic Type', '              DSBR (double strand breaks repair)', '               HR (homologous recombination)', '                AddAB pathway proteins', '                 K16898 addA; ATP-dependent helicase/nuclease subunit A']",52.11111111,40.88888889,7,25.33333333,32.33333333,42.33333333
ko:K07461,0.003223375,diaminopyrimidine,['K07461'],putative endonuclease,,,71.55555556,25.22222222,3.222222222,28.88888889,34.66666667,36.44444444
ko:K02759,0.003139033,diaminopyrimidine,"['PTS-Cel-EIIA, celC, chbA']","PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00500': 'Starch and sucrose metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00500 Starch and sucrose metabolism', '                K02759  PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02759  PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00275  PTS system, cellobiose-specific II component', '                 K02759  PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', ""                2.7.1.196  protein-Npi-phosphohistidine---N,N'-diacetylchitobiose phosphotransferase"", '                 K02759  PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component', '                2.7.1.205  protein-Npi-phosphohistidine---cellobiose phosphotransferase', '                 K02759  PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Cellobiose-specific II component', '                K02759  PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component']",31.77777778,52.22222222,16,5.444444444,21.22222222,73.33333333
ko:K02760,0.003049976,diaminopyrimidine,"['PTS-Cel-EIIB, celA, chbB']","PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00500': 'Starch and sucrose metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00500 Starch and sucrose metabolism', '                K02760  PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02760  PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00275  PTS system, cellobiose-specific II component', '                 K02760  PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', ""                2.7.1.196  protein-Npi-phosphohistidine---N,N'-diacetylchitobiose phosphotransferase"", '                 K02760  PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component', '                2.7.1.205  protein-Npi-phosphohistidine---cellobiose phosphotransferase', '                 K02760  PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Cellobiose-specific II component', '                K02760  PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component']",34,50.88888889,15.11111111,5.444444444,21.66666667,72.88888889
ko:K07105,0.003049081,diaminopyrimidine,['K07105'],uncharacterized protein,,,78.66666667,18.44444444,2.888888889,34.22222222,25.33333333,40.44444444
ko:K07574,0.002996627,diaminopyrimidine,['yhbY'],RNA-binding protein,,"['Ribosome biogenesis [BR:ko03009]', '             Prokaryotic Type', '              Other maturation factors', '               K07574  yhbY; RNA-binding protein']",93.11111111,5.444444444,1.444444444,57.77777778,10.44444444,31.77777778
ko:K01223,0.002958082,diaminopyrimidine,"['E3.2.1.86B, bglA']",6-phospho-beta-glucosidase [EC:3.2.1.86],"{'ko00010': 'Glycolysis / Gluconeogenesis', 'ko00500': 'Starch and sucrose metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00010 Glycolysis / Gluconeogenesis', '                K01223  E3.2.1.86B, bglA; 6-phospho-beta-glucosidase', '               00500 Starch and sucrose metabolism', '                K01223  E3.2.1.86B, bglA; 6-phospho-beta-glucosidase', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.2  Glycosylases', '               3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds', '                3.2.1.86  6-phospho-beta-glucosidase', '                 K01223  E3.2.1.86B, bglA; 6-phospho-beta-glucosidase']",50.55555556,41.77777778,7.666666667,13.11111111,30,56.88888889
ko:K12573,0.002871446,diaminopyrimidine,"['rnr, vacB']",ribonuclease R [EC:3.1.-.-],{'ko03018': 'RNA degradation'},"['KEGG Orthology (KO) [BR:ko00001]', '             Genetic Information Processing', '              Folding, sorting and degradation', '               03018 RNA degradation', '                K12573  rnr, vacB; ribonuclease R', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', '               3.1.-  Acting on ester bonds', '                3.1.-.-  ', '                 K12573  rnr, vacB; ribonuclease R', '            Messenger RNA biogenesis [BR:ko03019]', '             Prokaryotic Type', '              Bacterial mRNA degradation factors', '               RNA degradosome components', '                Ribonucreases', '                 K12573  rnr, vacB; ribonuclease R', '            Transfer RNA biogenesis [BR:ko03016]', '             Prokaryotic Type', '              tRNA degradation factors', '               K12573  rnr, vacB; ribonuclease R']",97.66666667,2,0.333333333,75.11111111,19.66666667,5.222222222
ko:K04072,0.002787569,diaminopyrimidine,['adhE'],acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],"{'ko01130': 'Biosynthesis of antibiotics', 'ko00350': 'Tyrosine metabolism', 'ko00071': 'Fatty acid degradation', 'ko00010': 'Glycolysis / Gluconeogenesis', 'ko00626': 'Naphthalene degradation', 'ko01120': 'Microbial metabolism in diverse environments', 'ko00650': 'Butanoate metabolism', 'ko01100': 'Metabolic pathways', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko01220': 'Degradation of aromatic compounds', 'ko00620': 'Pyruvate metabolism', 'ko00625': 'Chloroalkane and chloroalkene degradation'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00010 Glycolysis / Gluconeogenesis', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '               00620 Pyruvate metabolism', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '               00650 Butanoate metabolism', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '              Lipid metabolism', '               00071 Fatty acid degradation', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '              Amino acid metabolism', '               00350 Tyrosine metabolism', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '              Xenobiotics biodegradation and metabolism', '               00625 Chloroalkane and chloroalkene degradation', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '               00626 Naphthalene degradation', '                K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.1  Acting on the CH-OH group of donors', '               1.1.1  With NAD+ or NADP+ as acceptor', '                1.1.1.1  alcohol dehydrogenase', '                 K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase', '              1.2  Acting on the aldehyde or oxo group of donors', '               1.2.1  With NAD+ or NADP+ as acceptor', '                1.2.1.10  acetaldehyde dehydrogenase (acetylating)', '                 K04072  adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase']",56.55555556,38,5.444444444,16.22222222,34.22222222,49.55555556
ko:K02795,0.002770885,diaminopyrimidine,"['PTS-Man-EIIC, manY']","PTS system, mannose-specific IIC component","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00051': 'Fructose and mannose metabolism', 'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K02795  PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component', '               00520 Amino sugar and nucleotide sugar metabolism', '                K02795  PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02795  PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00276  PTS system, mannose-specific II component', '                 K02795  PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Mannose-specific II component', '                K02795  PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component']",25.22222222,54.11111111,20.66666667,5.333333333,22.11111111,72.55555556
ko:K02474,0.002742978,diaminopyrimidine,['wbpO'],UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-],{'ko00520': 'Amino sugar and nucleotide sugar metabolism'},"['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00520 Amino sugar and nucleotide sugar metabolism', '                K02474  wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.1  Acting on the CH-OH group of donors', '               1.1.1  With NAD+ or NADP+ as acceptor', '                1.1.1.-  ', '                 K02474  wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase', '            Lipopolysaccharide biosynthesis proteins [BR:ko01005]', '             Unusual sugar', '              K02474  wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase']",0.666666667,0.333333333,99,7.777777778,23.88888889,68.33333333
ko:K03169,0.002735877,diaminopyrimidine,['topB'],DNA topoisomerase III [EC:5.99.1.2],,"['Enzymes [BR:ko01000]', '             5. Isomerases', '              5.99  Other isomerases', '               5.99.1  Sole sub-subclass for isomerases that do not belong in the other subclasses', '                5.99.1.2  DNA topoisomerase', '                 K03169  topB; DNA topoisomerase III', '            DNA replication proteins [BR:ko03032]', '             Prokaryotic Type', '              DNA Topoisomerases', '               K03169  topB; DNA topoisomerase III']",71.11111111,28.33333333,0.555555556,78.44444444,17.11111111,4.444444444
ko:K01179,0.002721205,diaminopyrimidine,['E3.2.1.4'],endoglucanase [EC:3.2.1.4],"{'ko00500': 'Starch and sucrose metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00500 Starch and sucrose metabolism', '                K01179  E3.2.1.4; endoglucanase', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.2  Glycosylases', '               3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds', '                3.2.1.4  cellulase', '                 K01179  E3.2.1.4; endoglucanase']",0.555555556,2.333333333,97.11111111,5.555555556,29.55555556,64.88888889
ko:K00882,0.002665438,diaminopyrimidine,['fruK'],1-phosphofructokinase [EC:2.7.1.56],{'ko00051': 'Fructose and mannose metabolism'},"['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K00882  fruK; 1-phosphofructokinase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', '                2.7.1.56  1-phosphofructokinase', '                 K00882  fruK; 1-phosphofructokinase']",91.11111111,7.222222222,1.666666667,44,21.11111111,34.88888889
ko:K02768,0.002628177,diaminopyrimidine,"['PTS-Fru-EIIA, fruB']","PTS system, fructose-specific IIA component [EC:2.7.1.202]","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00051': 'Fructose and mannose metabolism', 'ko01120': 'Microbial metabolism in diverse environments', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K02768  PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02768  PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00273  PTS system, fructose-specific II component', '                 K02768  PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', '                2.7.1.202  protein-Npi-phosphohistidine---D-fructose phosphotransferase', '                 K02768  PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Fructose-specific II component', '                K02768  PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component']",81.33333333,16.55555556,2.111111111,30.33333333,31.22222222,38.44444444
ko:K02794,0.00259008,diaminopyrimidine,"['PTS-Man-EIIB, manX']","PTS system, mannose-specific IIB component [EC:2.7.1.191]","{'ko02060': 'Phosphotransferase system (PTS)', 'ko00051': 'Fructose and mannose metabolism', 'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K02794  PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component', '               00520 Amino sugar and nucleotide sugar metabolism', '                K02794  PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component', '             Environmental Information Processing', '              Membrane transport', '               02060 Phosphotransferase system (PTS)', '                K02794  PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               Phosphotransferase system (PTS)', '                M00276  PTS system, mannose-specific II component', '                 K02794  PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', '                2.7.1.191  protein-Npi-phosphohistidine---D-mannose phosphotransferase', '                 K02794  PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component', '            Transporters [BR:ko02000]', '             Phosphotransferase System (PTS)', '              Enzyme II', '               Mannose-specific II component', '                K02794  PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component']",25.22222222,54.22222222,20.55555556,5.555555556,23,71.44444444
ko:K04477,0.002568288,diaminopyrimidine,['ycdX'],putative hydrolase,,,46.11111111,44.88888889,9,24,42,34
ko:K01537,0.002554247,diaminopyrimidine,['E3.6.3.8'],Ca2+-transporting ATPase [EC:3.6.3.8],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.6  Acting on acid anhydrides', '               3.6.3  Acting on acid anhydrides to catalyse transmembrane movement of substances', '                3.6.3.8  Ca2+-transporting ATPase', '                 K01537  E3.6.3.8; Ca2+-transporting ATPase']",86.55555556,11.77777778,1.666666667,65.11111111,26.66666667,8.222222222
ko:K03091,0.002545815,diaminopyrimidine,['sigH'],RNA polymerase sporulation-specific sigma factor,,"['Transcription machinery [BR:ko03021]', '             Prokaryotic type', '              Bacterial type', '               RNA polymerase', '                Sigma factors', '                 K03091  sigH; RNA polymerase sporulation-specific sigma factor']",93.22222222,4.777777778,2,50.66666667,12.88888889,36.44444444
